Strain	Condition	Individual	Replicate	Highlight.1	Rate	OD	Temperature	Specie	Strain2	Line
SP2-4	Treatment	I3	2	SP2-4_Treatment_I3	0.152	1.065	37	SP	SP2	4
SP2-4	Treatment	I3	3	SP2-4_Treatment_I3	0.17	0.974	37	SP	SP2	4
SP2	Ancestral	Ancestral	1	SP2_Ancestral	0.0849	0.499	37	SP	SP2	Ancestral
SP2	Ancestral	Ancestral	2	SP2_Ancestral	0.0824	0.378	37	SP	SP2	Ancestral
SP2	Ancestral	Ancestral	3	SP2_Ancestral	0.0726	0.182	37	SP	SP2	Ancestral
SP2-1	Control	I1	1	SP2-1_Control_I1	0.423	1.211	28	SP	SP2	1
SP2-1	Control	I1	2	SP2-1_Control_I1	0.414	0.829	28	SP	SP2	1
SP2-1	Control	I1	3	SP2-1_Control_I1	0.442	0.899	28	SP	SP2	1
SP2-2	Control	I1	1	SP2-2_Control_I1	0.457	0.983	28	SP	SP2	2
SP2-2	Control	I1	2	SP2-2_Control_I1	0.409	1.049	28	SP	SP2	2
SP2-2	Control	I1	3	SP2-2_Control_I1	0.388	0.814	28	SP	SP2	2
SP2-3	Control	I1	1	SP2-3_Control_I1	0.39	0.830	28	SP	SP2	3
SP2-3	Control	I1	2	SP2-3_Control_I1	0.447	1.022	28	SP	SP2	3
SP2-3	Control	I1	3	SP2-3_Control_I1	0.379	0.906	28	SP	SP2	3
SP2-4	Control	I1	1	SP2-4_Control_I1	0.377	0.662	28	SP	SP2	4
SP2-4	Control	I1	2	SP2-4_Control_I1	0.379	0.816	28	SP	SP2	4
SP2-4	Control	I1	3	SP2-4_Control_I1	0.409	0.987	28	SP	SP2	4
SP2-1	Control	I2	1	SP2-1_Control_I2	0.382	1.081	28	SP	SP2	1
SP2-1	Control	I2	2	SP2-1_Control_I2	0.374	0.835	28	SP	SP2	1
SP2-1	Control	I2	3	SP2-1_Control_I2	0.378	1.127	28	SP	SP2	1
SP2-2	Control	I2	1	SP2-2_Control_I2	0.449	1.093	28	SP	SP2	2
SP2-2	Control	I2	2	SP2-2_Control_I2	0.437	1.127	28	SP	SP2	2
SP2-2	Control	I2	3	SP2-2_Control_I2	0.428	0.935	28	SP	SP2	2
SP2-3	Control	I2	1	SP2-3_Control_I2	0.409	0.982	28	SP	SP2	3
SP2-3	Control	I2	2	SP2-3_Control_I2	0.363	0.888	28	SP	SP2	3
SP2-3	Control	I2	3	SP2-3_Control_I2	0.358	0.730	28	SP	SP2	3
SP2-4	Control	I2	1	SP2-4_Control_I2	0.391	0.519	28	SP	SP2	4
SP2-4	Control	I2	2	SP2-4_Control_I2	0.425	1.033	28	SP	SP2	4
SP2-4	Control	I2	3	SP2-4_Control_I2	0.417	0.777	28	SP	SP2	4
SP2-1	Control	I3	1	SP2-1_Control_I3	0.466	0.899	28	SP	SP2	1
SP2-1	Control	I3	2	SP2-1_Control_I3	0.392	0.754	28	SP	SP2	1
SP2-1	Control	I3	3	SP2-1_Control_I3	0.492	1.089	28	SP	SP2	1
SP2-2	Control	I3	1	SP2-2_Control_I3	0.424	1.113	28	SP	SP2	2
SP2-2	Control	I3	2	SP2-2_Control_I3	0.459	1.158	28	SP	SP2	2
SP2-2	Control	I3	3	SP2-2_Control_I3	0.464	1.075	28	SP	SP2	2
SP2-3	Control	I3	1	SP2-3_Control_I3	0.374	0.910	28	SP	SP2	3
SP2-3	Control	I3	2	SP2-3_Control_I3	0.368	0.796	28	SP	SP2	3
SP2-3	Control	I3	3	SP2-3_Control_I3	0.349	0.752	28	SP	SP2	3
SP2-4	Control	I3	1	SP2-4_Control_I3	0.417	0.622	28	SP	SP2	4
SP2-4	Control	I3	2	SP2-4_Control_I3	0.44	0.913	28	SP	SP2	4
SP2-4	Control	I3	3	SP2-4_Control_I3	0.474	1.094	28	SP	SP2	4
SP2-3	Treatment	I1	1	SP2-3_Treatment_I1	0.369	0.960	28	SP	SP2	1
SP2-3	Treatment	I1	2	SP2-3_Treatment_I1	0.397	1.003	28	SP	SP2	1
SP2-3	Treatment	I1	3	SP2-3_Treatment_I1	0.398	1.037	28	SP	SP2	1
SP2-2	Treatment	I1	1	SP2-2_Treatment_I1	0.398	0.973	28	SP	SP2	2
SP2-2	Treatment	I1	2	SP2-2_Treatment_I1	0.378	1.099	28	SP	SP2	2
SP2-2	Treatment	I1	3	SP2-2_Treatment_I1	0.384	0.883	28	SP	SP2	2
SP2-1	Treatment	I1	1	SP2-1_Treatment_I1	0.353	0.853	28	SP	SP2	3
SP2-1	Treatment	I1	2	SP2-1_Treatment_I1	0.365	0.876	28	SP	SP2	3
SP2-1	Treatment	I1	3	SP2-1_Treatment_I1	0.344	0.973	28	SP	SP2	3
SP2-4	Treatment	I1	1	SP2-4_Treatment_I1	0.379	0.768	28	SP	SP2	4
SP2-4	Treatment	I1	2	SP2-4_Treatment_I1	0.35	0.837	28	SP	SP2	4
SP2-4	Treatment	I1	3	SP2-4_Treatment_I1	0.39	0.905	28	SP	SP2	4
SP2-3	Treatment	I2	1	SP2-3_Treatment_I2	0.383	1.187	28	SP	SP2	1
SP2-3	Treatment	I2	2	SP2-3_Treatment_I2	0.381	0.984	28	SP	SP2	1
SP2-3	Treatment	I2	3	SP2-3_Treatment_I2	0.384	0.984	28	SP	SP2	1
SP2-2	Treatment	I2	1	SP2-2_Treatment_I2	0.403	0.947	28	SP	SP2	2
SP2-2	Treatment	I2	2	SP2-2_Treatment_I2	0.39	0.972	28	SP	SP2	2
SP2-2	Treatment	I2	3	SP2-2_Treatment_I2	0.429	1.017	28	SP	SP2	2
SP2-1	Treatment	I2	1	SP2-1_Treatment_I2	0.369	0.946	28	SP	SP2	3
SP2-1	Treatment	I2	2	SP2-1_Treatment_I2	0.374	1.068	28	SP	SP2	3
SP2-1	Treatment	I2	3	SP2-1_Treatment_I2	0.378	1.028	28	SP	SP2	3
SP2-4	Treatment	I2	1	SP2-4_Treatment_I2	0.384	0.659	28	SP	SP2	4
SP2-4	Treatment	I2	2	SP2-4_Treatment_I2	0.365	0.889	28	SP	SP2	4
SP2-4	Treatment	I2	3	SP2-4_Treatment_I2	0.384	0.873	28	SP	SP2	4
SP2-3	Treatment	I3	1	SP2-3_Treatment_I3	0.368	0.755	28	SP	SP2	1
SP2-3	Treatment	I3	2	SP2-3_Treatment_I3	0.389	0.884	28	SP	SP2	1
SP2-3	Treatment	I3	3	SP2-3_Treatment_I3	0.3785	1.051	28	SP	SP2	1
SP2-2	Treatment	I3	1	SP2-2_Treatment_I3	0.399	0.954	28	SP	SP2	2
SP2-2	Treatment	I3	2	SP2-2_Treatment_I3	0.393	0.975	28	SP	SP2	2
SP2-2	Treatment	I3	3	SP2-2_Treatment_I3	0.395	0.958	28	SP	SP2	2
SP2-1	Treatment	I3	1	SP2-1_Treatment_I3	0.375	0.925	28	SP	SP2	3
SP2-1	Treatment	I3	2	SP2-1_Treatment_I3	0.3655	1.095	28	SP	SP2	3
SP2-1	Treatment	I3	3	SP2-1_Treatment_I3	0.356	0.940	28	SP	SP2	3
SP2-4	Treatment	I3	1	SP2-4_Treatment_I3	0.355	0.524	28	SP	SP2	4
SP2-4	Treatment	I3	2	SP2-4_Treatment_I3	0.395	1.034	28	SP	SP2	4
SP2-4	Treatment	I3	3	SP2-4_Treatment_I3	0.375	0.939	28	SP	SP2	4
SP2	Ancestral	Ancestral	1	SP2_Ancestral	0.363	1.112	28	SP	SP2	Ancestral
SP2	Ancestral	Ancestral	2	SP2_Ancestral	0.362	1.138	28	SP	SP2	Ancestral
SP2	Ancestral	Ancestral	3	SP2_Ancestral	0.388	1.168	28	SP	SP2	Ancestral
SP2-1	Control	I1	1	SP2-1_Control_I1	0.377	0.739	25	SP	SP2	1
SP2-1	Control	I1	2	SP2-1_Control_I1	0.347	0.836	25	SP	SP2	1
SP2-1	Control	I1	3	SP2-1_Control_I1	0.362	0.987	25	SP	SP2	1
SP2-2	Control	I1	1	SP2-2_Control_I1	0.315	1.164	25	SP	SP2	2
SP2-2	Control	I1	2	SP2-2_Control_I1	0.341	1.101	25	SP	SP2	2
SP2-2	Control	I1	3	SP2-2_Control_I1	0.355	0.831	25	SP	SP2	2
SP2-3	Control	I1	1	SP2-3_Control_I1	0.334	0.945	25	SP	SP2	3
SP2-3	Control	I1	2	SP2-3_Control_I1	0.317	1.298	25	SP	SP2	3
SP2-3	Control	I1	3	SP2-3_Control_I1	0.305	0.819	25	SP	SP2	3
SP2-4	Control	I1	1	SP2-4_Control_I1	0.359	0.850	25	SP	SP2	4
SP2-4	Control	I1	2	SP2-4_Control_I1	0.332	0.457	25	SP	SP2	4
SP2-4	Control	I1	3	SP2-4_Control_I1	0.305	0.575	25	SP	SP2	4
SP2-1	Control	I2	1	SP2-1_Control_I2	0.331	0.645	25	SP	SP2	1
SP2-1	Control	I2	2	SP2-1_Control_I2	0.306	0.590	25	SP	SP2	1
SP2-1	Control	I2	3	SP2-1_Control_I2	0.396	1.007	25	SP	SP2	1
SP2-2	Control	I2	1	SP2-2_Control_I2	0.424	1.163	25	SP	SP2	2
SP2-2	Control	I2	2	SP2-2_Control_I2	0.478	1.147	25	SP	SP2	2
SP2-2	Control	I2	3	SP2-2_Control_I2	0.395	0.881	25	SP	SP2	2
SP2-3	Control	I2	1	SP2-3_Control_I2	0.361	1.107	25	SP	SP2	3
SP2-3	Control	I2	2	SP2-3_Control_I2	0.344	1.292	25	SP	SP2	3
SP2-3	Control	I2	3	SP2-3_Control_I2	0.295	0.850	25	SP	SP2	3
SP2-4	Control	I2	1	SP2-4_Control_I2	0.35	0.753	25	SP	SP2	4
SP2-4	Control	I2	2	SP2-4_Control_I2	0.33	0.757	25	SP	SP2	4
SP2-4	Control	I2	3	SP2-4_Control_I2	0.335	0.813	25	SP	SP2	4
SP2-1	Control	I3	1	SP2-1_Control_I3	0.369	1.109	25	SP	SP2	1
SP2-1	Control	I3	2	SP2-1_Control_I3	0.347	1.052	25	SP	SP2	1
SP2-1	Control	I3	3	SP2-1_Control_I3	0.381	1.008	25	SP	SP2	1
SP2-2	Control	I3	1	SP2-2_Control_I3	0.402	1.136	25	SP	SP2	2
SP2-2	Control	I3	2	SP2-2_Control_I3	0.402	1.142	25	SP	SP2	2
SP2-2	Control	I3	3	SP2-2_Control_I3	0.411	1.150	25	SP	SP2	2
SP2-3	Control	I3	1	SP2-3_Control_I3	0.35	0.974	25	SP	SP2	3
SP2-3	Control	I3	2	SP2-3_Control_I3	0.343	1.169	25	SP	SP2	3
SP2-3	Control	I3	3	SP2-3_Control_I3	0.336	0.922	25	SP	SP2	3
SP2-4	Control	I3	1	SP2-4_Control_I3	0.411	0.993	25	SP	SP2	4
SP2-4	Control	I3	2	SP2-4_Control_I3	0.412	0.332	25	SP	SP2	4
SP2-4	Control	I3	3	SP2-4_Control_I3	0.413	0.901	25	SP	SP2	4
SP2-3	Treatment	I1	1	SP2-3_Treatment_I1	0.367	1.131	25	SP	SP2	1
SP2-3	Treatment	I1	2	SP2-3_Treatment_I1	0.34	0.987	25	SP	SP2	1
SP2-3	Treatment	I1	3	SP2-3_Treatment_I1	0.3535	1.073	25	SP	SP2	1
SP2-2	Treatment	I1	1	SP2-2_Treatment_I1	0.35	1.043	25	SP	SP2	2
SP2-2	Treatment	I1	2	SP2-2_Treatment_I1	0.382	1.095	25	SP	SP2	2
SP2-2	Treatment	I1	3	SP2-2_Treatment_I1	0.39	0.962	25	SP	SP2	2
SP2-1	Treatment	I1	1	SP2-1_Treatment_I1	0.359	0.989	25	SP	SP2	3
SP2-1	Treatment	I1	2	SP2-1_Treatment_I1	0.337	0.965	25	SP	SP2	3
SP2-1	Treatment	I1	3	SP2-1_Treatment_I1	0.291	0.792	25	SP	SP2	3
SP2-4	Treatment	I1	1	SP2-4_Treatment_I1	0.356	0.939	25	SP	SP2	4
SP2-4	Treatment	I1	2	SP2-4_Treatment_I1	0.324	1.006	25	SP	SP2	4
SP2-4	Treatment	I1	3	SP2-4_Treatment_I1	0.343	0.891	25	SP	SP2	4
SP2-3	Treatment	I2	1	SP2-3_Treatment_I2	0.335	1.060	25	SP	SP2	1
SP2-3	Treatment	I2	2	SP2-3_Treatment_I2	0.337	1.081	25	SP	SP2	1
SP2-3	Treatment	I2	3	SP2-3_Treatment_I2	0.368	1.142	25	SP	SP2	1
SP2-2	Treatment	I2	1	SP2-2_Treatment_I2	0.351	1.066	25	SP	SP2	2
SP2-2	Treatment	I2	2	SP2-2_Treatment_I2	0.398	1.013	25	SP	SP2	2
SP2-2	Treatment	I2	3	SP2-2_Treatment_I2	0.406	1.125	25	SP	SP2	2
SP2-1	Treatment	I2	1	SP2-1_Treatment_I2	0.322	1.005	25	SP	SP2	3
SP2-1	Treatment	I2	2	SP2-1_Treatment_I2	0.34	1.161	25	SP	SP2	3
SP2-1	Treatment	I2	3	SP2-1_Treatment_I2	0.316	1.121	25	SP	SP2	3
SP2-4	Treatment	I2	1	SP2-4_Treatment_I2	0.358	0.918	25	SP	SP2	4
SP2-4	Treatment	I2	2	SP2-4_Treatment_I2	0.301	0.987	25	SP	SP2	4
SP2-4	Treatment	I2	3	SP2-4_Treatment_I2	0.327	0.990	25	SP	SP2	4
SP2-3	Treatment	I3	1	SP2-3_Treatment_I3	0.343	1.404	25	SP	SP2	1
SP2-3	Treatment	I3	2	SP2-3_Treatment_I3	0.344	0.996	25	SP	SP2	1
SP2-3	Treatment	I3	3	SP2-3_Treatment_I3	0.342	0.992	25	SP	SP2	1
SP2-2	Treatment	I3	1	SP2-2_Treatment_I3	0.302	0.918	25	SP	SP2	2
SP2-2	Treatment	I3	2	SP2-2_Treatment_I3	0.342	1.048	25	SP	SP2	2
SP2-2	Treatment	I3	3	SP2-2_Treatment_I3	0.363	1.104	25	SP	SP2	2
SP2-1	Treatment	I3	1	SP2-1_Treatment_I3	0.309	0.577	25	SP	SP2	3
SP2-1	Treatment	I3	2	SP2-1_Treatment_I3	0.308	1.240	25	SP	SP2	3
SP2-1	Treatment	I3	3	SP2-1_Treatment_I3	0.31	1.225	25	SP	SP2	3
SP2-4	Treatment	I3	1	SP2-4_Treatment_I3	0.328	0.976	25	SP	SP2	4
SP2-4	Treatment	I3	2	SP2-4_Treatment_I3	0.325	1.054	25	SP	SP2	4
SP2-4	Treatment	I3	3	SP2-4_Treatment_I3	0.366	1.066	25	SP	SP2	4
SP2	Ancestral	Ancestral	1	SP2_Ancestral	0.324	1.098	25	SP	SP2	Ancestral
SP2	Ancestral	Ancestral	2	SP2_Ancestral	0.327	1.183	25	SP	SP2	Ancestral
SP2	Ancestral	Ancestral	3	SP2_Ancestral	0.325	1.246	25	SP	SP2	Ancestral
SP2-1	Control	I1	1	SP2-1_Control_I1	0.31	1.192	20	SP	SP2	1
SP2-1	Control	I1	2	SP2-1_Control_I1	0.301	1.118	20	SP	SP2	1
SP2-1	Control	I1	3	SP2-1_Control_I1	0.306	1.169	20	SP	SP2	1
SP2-2	Control	I1	1	SP2-2_Control_I1	0.169	1.048	20	SP	SP2	2
SP2-2	Control	I1	2	SP2-2_Control_I1	0.174	1.129	20	SP	SP2	2
SP2-2	Control	I1	3	SP2-2_Control_I1	0.171	1.274	20	SP	SP2	2
SP2-3	Control	I1	1	SP2-3_Control_I1	0.158	1.201	20	SP	SP2	3
SP2-3	Control	I1	2	SP2-3_Control_I1	0.166	1.251	20	SP	SP2	3
SP2-3	Control	I1	3	SP2-3_Control_I1	0.164	1.249	20	SP	SP2	3
SP2-4	Control	I1	1	SP2-4_Control_I1	0.161	1.218	20	SP	SP2	4
SP2-4	Control	I1	2	SP2-4_Control_I1	0.162	1.167	20	SP	SP2	4
SP2-4	Control	I1	3	SP2-4_Control_I1	0.161	1.047	20	SP	SP2	4
SP2-1	Control	I2	1	SP2-1_Control_I2	0.166	0.967	20	SP	SP2	1
SP2-1	Control	I2	2	SP2-1_Control_I2	0.174	0.648	20	SP	SP2	1
SP2-1	Control	I2	3	SP2-1_Control_I2	0.154	1.068	20	SP	SP2	1
SP2-2	Control	I2	1	SP2-2_Control_I2	0.174	1.102	20	SP	SP2	2
SP2-2	Control	I2	2	SP2-2_Control_I2	0.159	1.071	20	SP	SP2	2
SP2-2	Control	I2	3	SP2-2_Control_I2	0.175	1.113	20	SP	SP2	2
SP2-3	Control	I2	1	SP2-3_Control_I2	0.158	1.191	20	SP	SP2	3
SP2-3	Control	I2	2	SP2-3_Control_I2	0.161	1.209	20	SP	SP2	3
SP2-3	Control	I2	3	SP2-3_Control_I2	0.149	1.155	20	SP	SP2	3
SP2-4	Control	I2	1	SP2-4_Control_I2	0.166	1.221	20	SP	SP2	4
SP2-4	Control	I2	2	SP2-4_Control_I2	0.168	1.248	20	SP	SP2	4
SP2-4	Control	I2	3	SP2-4_Control_I2	0.167	1.035	20	SP	SP2	4
SP2-1	Control	I3	1	SP2-1_Control_I3	0.155	1.112	20	SP	SP2	1
SP2-1	Control	I3	2	SP2-1_Control_I3	0.148	0.601	20	SP	SP2	1
SP2-1	Control	I3	3	SP2-1_Control_I3	0.162	0.974	20	SP	SP2	1
SP2-2	Control	I3	1	SP2-2_Control_I3	0.149	0.848	20	SP	SP2	2
SP2-2	Control	I3	2	SP2-2_Control_I3	0.17	1.051	20	SP	SP2	2
SP2-2	Control	I3	3	SP2-2_Control_I3	0.17	1.192	20	SP	SP2	2
SP2-3	Control	I3	1	SP2-3_Control_I3	0.124	0.732	20	SP	SP2	3
SP2-3	Control	I3	2	SP2-3_Control_I3	0.157	1.205	20	SP	SP2	3
SP2-3	Control	I3	3	SP2-3_Control_I3	0.146	0.996	20	SP	SP2	3
SP2-4	Control	I3	1	SP2-4_Control_I3	0.166	1.127	20	SP	SP2	4
SP2-4	Control	I3	2	SP2-4_Control_I3	0.166	1.164	20	SP	SP2	4
SP2-4	Control	I3	3	SP2-4_Control_I3	0.136	0.963	20	SP	SP2	4
SP2-1	Treatment	I1	1	SP2-1_Treatment_I1	0.151	1.015	20	SP	SP2	1
SP2-1	Treatment	I1	2	SP2-1_Treatment_I1	0.176	0.671	20	SP	SP2	1
SP2-1	Treatment	I1	3	SP2-1_Treatment_I1	0.153	1.040	20	SP	SP2	1
SP2-2	Treatment	I1	1	SP2-2_Treatment_I1	0.137	0.855	20	SP	SP2	2
SP2-2	Treatment	I1	2	SP2-2_Treatment_I1	0.09	0.548	20	SP	SP2	2
SP2-2	Treatment	I1	3	SP2-2_Treatment_I1	0.121	0.792	20	SP	SP2	2
SP2-3	Treatment	I1	1	SP2-3_Treatment_I1	0.149	1.067	20	SP	SP2	3
SP2-3	Treatment	I1	2	SP2-3_Treatment_I1	0.138	0.886	20	SP	SP2	3
SP2-3	Treatment	I1	3	SP2-3_Treatment_I1	0.144	1.080	20	SP	SP2	3
SP2-4	Treatment	I1	1	SP2-4_Treatment_I1	0.155	1.262	20	SP	SP2	4
SP2-4	Treatment	I1	2	SP2-4_Treatment_I1	0.157	1.240	20	SP	SP2	4
SP2-4	Treatment	I1	3	SP2-4_Treatment_I1	0.156	1.004	20	SP	SP2	4
SP2-1	Treatment	I2	1	SP2-1_Treatment_I2	0.15	0.989	20	SP	SP2	1
SP2-1	Treatment	I2	2	SP2-1_Treatment_I2	0.144	0.685	20	SP	SP2	1
SP2-1	Treatment	I2	3	SP2-1_Treatment_I2	0.139	0.961	20	SP	SP2	1
SP2-2	Treatment	I2	1	SP2-2_Treatment_I2	0.122	0.595	20	SP	SP2	2
SP2-2	Treatment	I2	2	SP2-2_Treatment_I2	0.108	0.601	20	SP	SP2	2
SP2-2	Treatment	I2	3	SP2-2_Treatment_I2	0.143	0.977	20	SP	SP2	2
SP2-3	Treatment	I2	1	SP2-3_Treatment_I2	0.136	0.869	20	SP	SP2	3
SP2-3	Treatment	I2	2	SP2-3_Treatment_I2	0.143	1.064	20	SP	SP2	3
SP2-3	Treatment	I2	3	SP2-3_Treatment_I2	0.14	1.126	20	SP	SP2	3
SP2-4	Treatment	I2	1	SP2-4_Treatment_I2	0.151	1.317	20	SP	SP2	4
SP2-4	Treatment	I2	2	SP2-4_Treatment_I2	0.14	1.061	20	SP	SP2	4
SP2-4	Treatment	I2	3	SP2-4_Treatment_I2	0.145	1.179	20	SP	SP2	4
SP2-1	Treatment	I3	1	SP2-1_Treatment_I3	0.122	1.133	20	SP	SP2	1
SP2-1	Treatment	I3	2	SP2-1_Treatment_I3	0.121	0.444	20	SP	SP2	1
SP2-1	Treatment	I3	3	SP2-1_Treatment_I3	0.124	0.748	20	SP	SP2	1
SP2-2	Treatment	I3	1	SP2-2_Treatment_I3	0.12	0.699	20	SP	SP2	2
SP2-2	Treatment	I3	2	SP2-2_Treatment_I3	0.135	0.363	20	SP	SP2	2
SP2-2	Treatment	I3	3	SP2-2_Treatment_I3	0.149	1.071	20	SP	SP2	2
SP2-3	Treatment	I3	1	SP2-3_Treatment_I3	0.102	0.651	20	SP	SP2	3
SP2-3	Treatment	I3	2	SP2-3_Treatment_I3	0.121	0.721	20	SP	SP2	3
SP2-3	Treatment	I3	3	SP2-3_Treatment_I3	0.15	1.179	20	SP	SP2	3
SP2-4	Treatment	I3	1	SP2-4_Treatment_I3	0.153	1.111	20	SP	SP2	4
SP2-4	Treatment	I3	2	SP2-4_Treatment_I3	0.147	1.160	20	SP	SP2	4
SP2-4	Treatment	I3	3	SP2-4_Treatment_I3	0.15	0.986	20	SP	SP2	4
SP2	Ancestral	Ancestral	1	SP2_Ancestral	0.189	0.984	20	SP	SP2	Ancestral
SP2	Ancestral	Ancestral	2	SP2_Ancestral	0.188	0.871	20	SP	SP2	Ancestral
SP2	Ancestral	Ancestral	3	SP2_Ancestral	0.190	0.903	20	SP	SP2	Ancestral
SE2-1	Control	I1	1	SE2-1_Control_I1	0.329	1.221	25	SE	SE2	1
SE2-1	Control	I1	2	SE2-1_Control_I1	0.332	1.090	25	SE	SE2	1
SE2-1	Control	I1	3	SE2-1_Control_I1	0.336	1.070	25	SE	SE2	1
SE2-2	Control	I1	1	SE2-2_Control_I1	0.324	1.086	25	SE	SE2	2
SE2-2	Control	I1	2	SE2-2_Control_I1	0.305	1.095	25	SE	SE2	2
SE2-2	Control	I1	3	SE2-2_Control_I1	0.317	1.028	25	SE	SE2	2
SE2-3	Control	I1	1	SE2-3_Control_I1	0.293	1.070	25	SE	SE2	3
SE2-3	Control	I1	2	SE2-3_Control_I1	0.302	1.179	25	SE	SE2	3
SE2-3	Control	I1	3	SE2-3_Control_I1	0.299	1.091	25	SE	SE2	3
SE2-4	Control	I1	1	SE2-4_Control_I1	0.31	1.077	25	SE	SE2	4
SE2-4	Control	I1	2	SE2-4_Control_I1	0.303	1.066	25	SE	SE2	4
SE2-4	Control	I1	3	SE2-4_Control_I1	0.307	1.163	25	SE	SE2	4
SE2-1	Control	I2	1	SE2-1_Control_I2	0.316	1.247	25	SE	SE2	1
SE2-1	Control	I2	2	SE2-1_Control_I2	0.307	1.093	25	SE	SE2	1
SE2-1	Control	I2	3	SE2-1_Control_I2	0.315	1.125	25	SE	SE2	1
SE2-2	Control	I2	1	SE2-2_Control_I2	0.309	1.146	25	SE	SE2	2
SE2-2	Control	I2	2	SE2-2_Control_I2	0.299	1.160	25	SE	SE2	2
SE2-2	Control	I2	3	SE2-2_Control_I2	0.306	1.106	25	SE	SE2	2
SE2-3	Control	I2	1	SE2-3_Control_I2	0.305	1.073	25	SE	SE2	3
SE2-3	Control	I2	2	SE2-3_Control_I2	0.313	1.108	25	SE	SE2	3
SE2-3	Control	I2	3	SE2-3_Control_I2	0.301	1.082	25	SE	SE2	3
SE2-4	Control	I2	1	SE2-4_Control_I2	0.333	1.014	25	SE	SE2	4
SE2-4	Control	I2	2	SE2-4_Control_I2	0.307	1.068	25	SE	SE2	4
SE2-4	Control	I2	3	SE2-4_Control_I2	0.329	1.095	25	SE	SE2	4
SE2-1	Control	I3	1	SE2-1_Control_I3	0.301	1.224	25	SE	SE2	1
SE2-1	Control	I3	2	SE2-1_Control_I3	0.32	1.133	25	SE	SE2	1
SE2-1	Control	I3	3	SE2-1_Control_I3	0.336	1.077	25	SE	SE2	1
SE2-2	Control	I3	1	SE2-2_Control_I3	0.31	1.146	25	SE	SE2	2
SE2-2	Control	I3	2	SE2-2_Control_I3	0.3	1.173	25	SE	SE2	2
SE2-2	Control	I3	3	SE2-2_Control_I3	0.318	1.109	25	SE	SE2	2
SE2-3	Control	I3	1	SE2-3_Control_I3	0.302	1.135	25	SE	SE2	3
SE2-3	Control	I3	2	SE2-3_Control_I3	0.302	1.126	25	SE	SE2	3
SE2-3	Control	I3	3	SE2-3_Control_I3	0.306	1.099	25	SE	SE2	3
SE2-4	Control	I3	1	SE2-4_Control_I3	0.309	1.081	25	SE	SE2	4
SE2-4	Control	I3	2	SE2-4_Control_I3	0.306	1.072	25	SE	SE2	4
SE2-4	Control	I3	3	SE2-4_Control_I3	0.318	1.126	25	SE	SE2	4
SE2-1	Treatment	I1	1	SE2-1_Treatment_I1	0.272	1.200	25	SE	SE2	1
SE2-1	Treatment	I1	2	SE2-1_Treatment_I1	0.272	1.136	25	SE	SE2	1
SE2-1	Treatment	I1	3	SE2-1_Treatment_I1	0.282	1.143	25	SE	SE2	1
SE2-2	Treatment	I1	1	SE2-2_Treatment_I1	0.288	1.135	25	SE	SE2	2
SE2-2	Treatment	I1	2	SE2-2_Treatment_I1	0.257	1.129	25	SE	SE2	2
SE2-2	Treatment	I1	3	SE2-2_Treatment_I1	0.273	1.157	25	SE	SE2	2
SE2-3	Treatment	I1	1	SE2-3_Treatment_I1	0.292	1.271	25	SE	SE2	3
SE2-3	Treatment	I1	2	SE2-3_Treatment_I1	0.288	1.294	25	SE	SE2	3
SE2-3	Treatment	I1	3	SE2-3_Treatment_I1	0.297	1.261	25	SE	SE2	3
SE2-4	Treatment	I1	1	SE2-4_Treatment_I1	0.272	0.905	25	SE	SE2	4
SE2-4	Treatment	I1	2	SE2-4_Treatment_I1	0.275	0.984	25	SE	SE2	4
SE2-4	Treatment	I1	3	SE2-4_Treatment_I1	0.273	1.111	25	SE	SE2	4
SE2-1	Treatment	I2	1	SE2-1_Treatment_I2	0.263	1.279	25	SE	SE2	1
SE2-1	Treatment	I2	2	SE2-1_Treatment_I2	0.279	1.097	25	SE	SE2	1
SE2-1	Treatment	I2	3	SE2-1_Treatment_I2	0.27	1.112	25	SE	SE2	1
SE2-2	Treatment	I2	1	SE2-2_Treatment_I2	0.212	0.980	25	SE	SE2	2
SE2-2	Treatment	I2	2	SE2-2_Treatment_I2	0.21	1.019	25	SE	SE2	2
SE2-2	Treatment	I2	3	SE2-2_Treatment_I2	0.213	0.904	25	SE	SE2	2
SE2-3	Treatment	I2	1	SE2-3_Treatment_I2	0.294	1.118	25	SE	SE2	3
SE2-3	Treatment	I2	2	SE2-3_Treatment_I2	0.2975	1.291	25	SE	SE2	3
SE2-3	Treatment	I2	3	SE2-3_Treatment_I2	0.301	1.268	25	SE	SE2	3
SE2-4	Treatment	I2	1	SE2-4_Treatment_I2	0.269	1.098	25	SE	SE2	4
SE2-4	Treatment	I2	2	SE2-4_Treatment_I2	0.258	1.116	25	SE	SE2	4
SE2-4	Treatment	I2	3	SE2-4_Treatment_I2	0.274	1.123	25	SE	SE2	4
SE2-1	Treatment	I3	1	SE2-1_Treatment_I3	0.257	1.139	25	SE	SE2	1
SE2-1	Treatment	I3	2	SE2-1_Treatment_I3	0.279	1.079	25	SE	SE2	1
SE2-1	Treatment	I3	3	SE2-1_Treatment_I3	0.299	0.964	25	SE	SE2	1
SE2-2	Treatment	I3	1	SE2-2_Treatment_I3	0.262	1.088	25	SE	SE2	2
SE2-2	Treatment	I3	2	SE2-2_Treatment_I3	0.258	1.143	25	SE	SE2	2
